duration,protocol_type,service,flag,src_bytes,dst_bytes,land,wrong_fragment,urgent,hot,num_failed_logins,logged_in,num_compromised,root_shell,su_attempted,num_root,num_file_creations,num_shells,num_access_files,num_outbound_cmds,is_host_login,is_guest_login,count,srv_count,serror_rate,srv_serror_rate,rerror_rate,srv_rerror_rate,same_srv_rate,diff_srv_rate,srv_diff_host_rate,dst_host_count,dst_host_srv_count,dst_host_same_srv_rate,dst_host_diff_srv_rate,dst_host_same_src_port_rate,dst_host_srv_diff_host_rate,dst_host_serror_rate,dst_host_srv_serror_rate,dst_host_rerror_rate,dst_host_srv_rerror_rate,label
-0.04733003814679468,0,0,1,1.0002152114956446,-0.33832346339173724,0.0,0.0,0.0,-0.03861147762396001,0.0,-1.0010723863671305,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,1.0422662766616428,1.0422032142765913,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,0.7896603054307976,0.33343612538050077,0.22856548856585404,-0.2389732483049569,1.065764658315879,-0.5272700744290127,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,1
-0.04733003814679468,0,0,1,1.0002152114956446,-0.33832346339173724,0.0,0.0,0.0,-0.03861147762396001,0.0,-1.0010723863671305,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,1.0382717053886534,1.038195010254876,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,0.7896603054307976,0.33343612538050077,0.22856548856585404,-0.2389732483049569,1.065764658315879,-0.5272700744290127,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,1
-0.04733003814679468,1,1,1,-1.0955919260234537,-0.28506915411088085,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.9789867874710897,-0.8937593282119137,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,0.9282722538009697,-1.6188900207214683,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-0.648498640035496,1.1239146853906412,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
-0.04733003814679468,1,1,1,-0.8005143868059633,-0.03751197582652234,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.9510247885601626,-0.9378495724507824,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,1.0358551298056449,0.7896603054307976,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-1.0770644646233398,-0.5272700744290127,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
-0.04733003814679468,1,1,1,-0.9896666555351238,0.1517669017353895,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.9949650725630481,-1.0019808367982277,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,-1.3684007868016326,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-1.0127795909351631,0.46344078146277967,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
-0.04733003814679468,1,1,1,-0.8408668708015176,-0.1850917244232353,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.986975930017069,-0.9939644287547971,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,-1.5514506115892048,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-0.9056381347882022,1.454151637354572,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
-0.04733003814679468,1,1,1,-1.0602835025273438,0.12262775137416619,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.986975930017069,-0.9939644287547971,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,-1.2624245724509329,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-1.0342078821645553,1.1239146853906412,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
-0.04733003814679468,1,1,1,-1.0401072605295667,-0.13736380572812812,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.9749922161981002,-0.981939816689651,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,0.7896603054307976,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-1.0770644646233398,-0.5272700744290127,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
-0.04733003814679468,0,0,1,1.0002152114956446,-0.33832346339173724,0.0,0.0,0.0,-0.03861147762396001,0.0,-1.0010723863671305,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,1.0422662766616428,1.0422032142765913,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,0.7896603054307976,0.33343612538050077,0.22856548856585404,-0.2389732483049569,1.065764658315879,-0.5272700744290127,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,1
-0.04733003814679468,1,1,1,-0.7677279935595756,0.718598736132807,0.0,0.0,0.0,-0.03861147762396001,0.0,0.9989287624134534,-0.03151830894537533,-0.03783023939287671,0.0,-0.018904976633935942,-0.03225544239956795,-0.030880896250729206,0.0,0.0,0.0,0.0,-0.9909705012900585,-0.9979726327765124,-0.06525664962888927,-0.06478462735825709,0.0,0.0,0.0543426293191517,-0.054415019522947174,-0.255139382250459,-1.3780349881062417,0.33343612538050077,0.22856548856585404,-0.2389732483049569,-1.0127795909351631,0.1332038294988489,-0.06131237566650544,-0.06254434057232623,0.0,-0.018904976633935946,0
